epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
35,0.8542894124984741,0.7938348650932312,0.1920149326324463,1e-07,0.9177024364471436,0.8808709979057312,0.8337074518203735,0.7537682056427002,0.2123836874961853,0.8972439765930176,0.8724797964096069
36,0.8605237603187561,0.8071293234825134,0.18149138987064362,1e-07,0.9246107339859009,0.8828683495521545,0.8360205888748169,0.7591953873634338,0.21278899908065796,0.8970224857330322,0.8716578483581543
37,0.855335533618927,0.8015241026878357,0.19133760035037994,1e-07,0.9156699776649475,0.8839941620826721,0.8336437940597534,0.7516894340515137,0.2123568058013916,0.8992726802825928,0.872130811214447
38,0.8476583361625671,0.7910155653953552,0.20537824928760529,1e-07,0.9074380993843079,0.8712193369865417,0.8355432748794556,0.7577839493751526,0.21109262108802795,0.8977997899055481,0.8761322498321533
39,0.8180181384086609,0.7499933838844299,0.23712682723999023,1e-07,0.8961902856826782,0.8412429094314575,0.8408560752868652,0.7690557241439819,0.221540629863739,0.8768757581710815,0.8995355367660522
40,0.777587890625,0.6948385238647461,0.27504944801330566,1e-07,0.8613163828849792,0.8378166556358337,0.8379462361335754,0.7678519487380981,0.2216053009033203,0.8806555271148682,0.8891579508781433
41,0.7850433588027954,0.7079169750213623,0.2681446075439453,1e-07,0.8640193939208984,0.8442193865776062,0.8375850915908813,0.7648178339004517,0.21516716480255127,0.8951916694641113,0.8701372146606445
42,0.8017566800117493,0.722974419593811,0.24662674963474274,1e-07,0.87795090675354,0.8547963500022888,0.8375130295753479,0.7646222710609436,0.2159724086523056,0.8892901539802551,0.878162145614624
43,0.8026114702224731,0.726695716381073,0.25074416399002075,1e-07,0.8780266046524048,0.8545507788658142,0.8390753865242004,0.7659986615180969,0.214727982878685,0.888714075088501,0.8838664889335632
44,0.8409978747367859,0.7741552591323853,0.20460917055606842,1e-07,0.9026327133178711,0.8828578591346741,0.8366230130195618,0.7612386345863342,0.21609202027320862,0.8930400013923645,0.8717023730278015
45,0.8396591544151306,0.7723987698554993,0.20597949624061584,1e-07,0.9050743579864502,0.8796750903129578,0.8367999196052551,0.766215980052948,0.21218498051166534,0.8901069164276123,0.8827357292175293
46,0.8461495041847229,0.7806562781333923,0.19877251982688904,1e-07,0.906766414642334,0.8825565576553345,0.8381611704826355,0.7624581456184387,0.21226653456687927,0.8833386898040771,0.8933794498443604
47,0.853887140750885,0.7931663393974304,0.19135335087776184,1e-07,0.9089632034301758,0.8853983283042908,0.8368380665779114,0.7598061561584473,0.2125091403722763,0.8913390636444092,0.8816739916801453
48,0.8541567921638489,0.7971157431602478,0.19202427566051483,1e-07,0.9142488837242126,0.8808326721191406,0.8390260338783264,0.7593004107475281,0.2116178274154663,0.8902865052223206,0.8842557072639465
49,0.858896791934967,0.8005578517913818,0.18464219570159912,1e-07,0.919517993927002,0.8845855593681335,0.8363925218582153,0.7583638429641724,0.21153171360492706,0.8954660296440125,0.8767147064208984
